Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/07/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mexico,MEX,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13992E+12,1.18796E+12,1.23003E+12,1.2539E+12,1.31586E+12,1.23308E+12,1.3166E+12,1.40674E+12,1.47938E+12,1.52012E+12,1.59525E+12,1.5888E+12,1.58817E+12,1.61114E+12,1.6743E+12,1.71294E+12,1.78994E+12,1.83096E+12,1.8519E+12,1.75401E+12,1.84378E+12,1.91132E+12,1.98094E+12,2.00776E+12,2.06406E+12,2.13193E+12,2.19422E+12,2.23963E+12,2.28429E+12
Marshall Islands,MHL,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137536954.2,137657833.7,147487705.5,156346179.6,165535763.9,179131593.1,160675784.5,150319152.2,146043756.2,142542861.3,150939625.5,159035063.3,163195187.6,163472836.7,163666617.7,168438242.9,170858200.8,177099945.1,174186873.5,171337232.6,182394716.8,184595346.9,190978408.1,196440541.8,194953599.3,194242902.5,197953903.4,205080186.6,210207191.3
Middle income,MIC,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78887E+13,1.80513E+13,1.82302E+13,1.87128E+13,1.91494E+13,1.9877E+13,2.08877E+13,2.18695E+13,2.23167E+13,2.31726E+13,2.44799E+13,2.53953E+13,2.65626E+13,2.81098E+13,3.0297E+13,3.24563E+13,3.50644E+13,3.80477E+13,4.01512E+13,4.12743E+13,4.43267E+13,4.69239E+13,4.93825E+13,5.19668E+13,5.44313E+13,5.67907E+13,5.95446E+13,6.25822E+13,6.56584E+13
North Macedonia,MKD,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19229865757,18043235422,16858661169,15599442026,15325177912,15154343909,15333938628,15554744483,16080298179,16778026806,17541282027,17003245892,17257217505,17640776707,18465385107,19337640612,20331020076,21647145988,22831678118,22749800328,23513909442,24064108127,23954394397,24654994934,25549882814,26534986728,27290820292,27356460450,28085398476
Mali,MLI,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10765975955,12030461772,11643241811,12012585023,12466652814,12581473479,13469195248,14119625965,15188717115,16054617320,16044850498,18511945131,19086983210,20827533225,21152442464,22534704376,23585314406,24409294915,25574443983,26771089019,28220329132,29134739169,28891120638,29556652104,31638432393,33524899739,35469343922,37384688530,39216536678
Malta,MLT,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5724207448,6082342033,6367660588,6652979499,7028946339,7474756782,7757103443,8164892830,8583392678,8988526656,9597067341,9655451458,9943456039,10196394548,10241606639,10629113420,10823489812,11254962682,11631611441,11345208864,11747133674,11904200720,12223586904,12778538368,13868863326,15347431358,16222945551,17310776853,18445105612
Myanmar,MMR,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30184121260,29987738264,32884836400,34870886573,37478516950,40082543585,42664947773,45076192692,47720458237,52943524419,60221104519,67052584851,75116002450,85515059494,97114887945,1.10292E+11,1.24714E+11,1.39669E+11,1.53993E+11,1.70239E+11,1.86641E+11,1.97077E+11,2.11528E+11,2.29351E+11,2.47678E+11,2.64998E+11,2.80533E+11,2.99494E+11,3.18062E+11
Middle East & North Africa (excluding high income),MNA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83289E+12,1.80035E+12,1.88515E+12,1.9378E+12,1.96545E+12,2.01967E+12,2.13898E+12,2.21345E+12,2.36413E+12,2.46976E+12,2.58454E+12,2.64383E+12,2.73186E+12,2.80327E+12,3.02462E+12,3.16134E+12,3.33716E+12,3.54105E+12,3.67058E+12,3.76622E+12,3.96458E+12,3.94214E+12,4.04136E+12,4.11256E+12,4.20488E+12,4.2517E+12,4.56677E+12,4.70425E+12,
Montenegro,MNE,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6418833710,6733356753,6100421385,6289534290,6358709275,6479774898,6640645636,6934564129,7224470623,7843349083,8377488983,8982577418,8462028716,8693409482,8974071894,8729638937,9039455038,9200690174,9512632295,9793192039,10255084510,10752911808
Mongolia,MNG,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11188351797,10215687429,9270075826,8976326446,9167915605,9752501040,9970478591,10358999584,10704983603,11033666102,11160118771,11489644775,12033447188,12876346190,14244510245,15277759362,16584960327,18284589774,19911985542,19659382304,20910733774,24526362242,27547965886,30757005344,33182264566,33971947980,34368873997,36190997754,38705851806
Northern Mariana Islands,MNP,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014689191,5260408918,4985219538,5422280805,5756231623,5885016371,7464867960,8274211307,9255482624,9979536626,10147043446,11437845374,12443696083,13252611820,14287797994,15533789403,17064031613,18331217008,19591709151,20836168689,22229529463,23811739934,25525753223,27348721686,29384579519,31322194566,32500935070,33715481441,34816246688
Mauritania,MRT,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5698062617,5799948941,5908647286,6255699794,6064229582,6659724826,7047242666,6762203080,6950043890,7486088641,7453868047,7603601119,7654165383,8111750781,8577967455,9347361583,11111124525,11424217878,11547595680,11427260298,11972763100,12535969842,13262439094,14070155949,14855206470,15063179361,15364442948,15829905699,16399782305
Mauritius,MUS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8026335291,8382339077,8928255557,9381995123,9770047849,10188961768,10758305044,11370181219,12060571816,12375465184,13390598828,13838854571,14062340816,14895597156,15540579468,15816819957,16586394388,17536299872,18480973780,19093632290,19929399378,20742028226,21467194083,22188578983,23019447136,23837344599,24752205831,25696292612,26666024161
Malawi,MWI,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7023399391,7636558440,7076571279,7762421264,6967535219,8133121477,8728196072,9059205847,9412084892,9698426688,9851281442,9361183752,9520323877,10063519231,10609012058,10955791576,11470713779,12571902302,13532362545,14659352621,15667046142,16427533196,16737323536,17607664359,18611301228,19132417662,19607674690,20391987661,21105707229
Malaysia,MYS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90334E+11,2.08503E+11,2.27028E+11,2.49493E+11,2.72476E+11,2.99258E+11,3.29192E+11,3.53297E+11,3.27297E+11,3.47385E+11,3.78159E+11,3.80117E+11,4.00609E+11,4.23798E+11,4.52546E+11,4.76677E+11,5.03299E+11,5.35E+11,5.6085E+11,5.52362E+11,5.93374E+11,6.24786E+11,6.58984E+11,6.89915E+11,7.31356E+11,7.68593E+11,8.01054E+11,8.48292E+11,8.88362E+11
North America,NAC,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00608E+13,1.00326E+13,1.03636E+13,1.06481E+13,1.10811E+13,1.13787E+13,1.17876E+13,1.23102E+13,1.28558E+13,1.34711E+13,1.40388E+13,1.41881E+13,1.44499E+13,1.48506E+13,1.5406E+13,1.59432E+13,1.63954E+13,1.67056E+13,1.66984E+13,1.6269E+13,1.66929E+13,1.69736E+13,1.73481E+13,1.76745E+13,1.81139E+13,1.8602E+13,1.88863E+13,1.9317E+13,1.98532E+13
Namibia,NAM,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8186468611,8854943911,9491556165,9341633300,9503232327,9873764685,10188868536,10618849023,10968377525,11337932698,11733874105,11872093116,12440607441,12968063616,14559186405,14927426480,15983269512,16842217484,17288504578,17339673521,18386859675,19322996885,20301065543,21440913469,22802771245,24190633667,24462335333,24250032325,24231923170
New Caledonia,NCL,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7167847283,7347344750,6868559100,6968114597,7247157045,7436000264,7690244036,7902030713,8725601099,8675973515,8553684858,9161367765,9436128364,9936243167,9946179410,10393757484,10996595418,11342611034,12430106068,12341519507,13373791292,13679116082,15300066604,16106137592,17318775628,18069903460,18960014424,19887810727,20916547167
Nigeria,NGA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19991E+11,3.21138E+11,3.3601E+11,3.29172E+11,3.23198E+11,3.22963E+11,3.36514E+11,3.46398E+11,3.55339E+11,3.57415E+11,3.75343E+11,3.97554E+11,4.58496E+11,4.92182E+11,5.37712E+11,5.72333E+11,6.07013E+11,6.47022E+11,6.90789E+11,7.46308E+11,8.06054E+11,8.48839E+11,8.84746E+11,9.4377E+11,1.00332E+12,1.02993E+12,1.01328E+12,1.02145E+12,1.04124E+12
Nicaragua,NIC,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12406705450,12383221852,12431064012,12382217883,12795502399,13551960718,14411733471,14983396623,15539532578,16632889518,17315102476,17827775572,17962186106,18414964841,19393199175,20223693210,21063394946,22132647021,22893062123,22139270243,23115634004,24575775914,26172251873,27461783342,28775956054,30154976886,31530992923,33005216733,31745833322
Netherlands,NLD,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83011E+11,4.94793E+11,5.03234E+11,5.09563E+11,5.24651E+11,5.41E+11,5.59928E+11,5.84167E+11,6.11412E+11,6.42191E+11,6.69135E+11,6.84706E+11,6.86193E+11,6.87261E+11,7.00903E+11,7.15278E+11,7.40033E+11,7.67954E+11,7.84621E+11,7.5585E+11,7.65999E+11,7.77881E+11,7.69866E+11,7.68864E+11,7.79808E+11,7.95086E+11,8.12512E+11,8.35821E+11,8.58166E+11
Norway,NOR,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81593E+11,1.87195E+11,1.93886E+11,1.99403E+11,2.09483E+11,2.18185E+11,2.29156E+11,2.41266E+11,2.47598E+11,2.52582E+11,2.60678E+11,2.66114E+11,2.6994E+11,2.72423E+11,2.83209E+11,2.90642E+11,2.97603E+11,3.06487E+11,3.0796E+11,3.02753E+11,3.04847E+11,3.0781E+11,3.16187E+11,3.19489E+11,3.258E+11,3.32218E+11,3.36163E+11,3.4282E+11,3.47778E+11
Nepal,NPL,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22460809734,23891147880,24872215556,25829758552,27951932215,28921431534,30462447594,32000378542,32965634594,34420267375,36554323948,38308892073,38354917592,39868033577,41734895411,43186927982,44640001747,46162922314,48981002139,51201349524,53667418823,55503825717,58157570335,60558825273,64185684030,66318513616,66708916446,71982751011,76510294856
Nauru,NRU,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39848315.16,53563822.57,58202288.05,66089179.28,73811384.02,81256407.31,109058272.9,148890823.4,153071962.5,168991452.7,176012515.4,169890340.9
New Zealand,NZL,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80040957794,79167871621,80034558943,85150076108,89508397208,93735186563,97129415737,99114478131,99899402555,1.0535E+11,1.08408E+11,1.1217E+11,1.17419E+11,1.22777E+11,1.2773E+11,1.31973E+11,1.35726E+11,1.39815E+11,1.38405E+11,1.38109E+11,1.40235E+11,1.43508E+11,1.46703E+11,1.50481E+11,1.56072E+11,1.61667E+11,1.67561E+11,1.72803E+11,1.77611E+11
OECD members,OED,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8844E+13,2.92288E+13,2.98646E+13,3.02727E+13,3.12202E+13,3.20468E+13,3.30842E+13,3.4299E+13,3.53014E+13,3.64727E+13,3.7975E+13,3.84857E+13,3.91262E+13,3.99394E+13,4.12713E+13,4.24654E+13,4.38194E+13,4.49869E+13,4.51453E+13,4.35943E+13,4.48995E+13,4.58063E+13,4.64275E+13,4.71526E+13,4.81786E+13,4.9411E+13,5.0317E+13,5.15934E+13,5.27772E+13
Oman,OMN,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63501952981,67359111460,73026628714,77439598877,80440982955,84460473808,87033089169,92284241315,94722702867,94604482404,99714423106,1.04184E+11,1.03037E+11,1.00287E+11,1.01583E+11,1.04113E+11,1.09706E+11,1.14591E+11,1.23987E+11,1.31566E+11,1.37887E+11,1.36358E+11,1.49084E+11,1.55603E+11,1.59884E+11,1.67464E+11,1.75804E+11,1.74173E+11,1.77874E+11
Other small states,OSS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89302E+11,3.02165E+11,3.16379E+11,3.30655E+11,3.63036E+11,3.85515E+11,4.29717E+11,4.72727E+11,5.09972E+11,5.21655E+11,5.66545E+11,6.11703E+11,6.35619E+11,6.55551E+11,6.74042E+11,6.92121E+11,7.07058E+11,7.2111E+11,7.35549E+11
Pakistan,PAK,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28953E+11,3.45603E+11,3.72235E+11,3.78778E+11,3.92935E+11,4.12434E+11,4.32423E+11,4.3681E+11,4.4795E+11,4.64345E+11,4.84127E+11,4.93724E+11,5.09644E+11,5.34343E+11,5.73717E+11,6.17705E+11,6.55864E+11,6.87561E+11,6.99259E+11,7.1906E+11,7.30613E+11,7.50693E+11,7.7702E+11,8.11181E+11,8.49102E+11,8.89274E+11,9.38422E+11,9.91918E+11,1.04578E+12
Panama,PAN,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19409839059,21238052879,22979930086,24233656342,24924351127,25360945691,26395597005,28101014004,30164050145,31345638304,32196789666,32381687068,33103523256,34495690585,37090483909,39757764239,43197791117,48374608095,53142242505,53802796497,56938337065,63380187782,69578075466,74381239662,78149946078,82630097765,86733855833,91349163950,94708085159
Peru,PER,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15958E+11,1.18532E+11,1.17891E+11,1.24073E+11,1.39344E+11,1.49671E+11,1.5386E+11,1.63826E+11,1.63184E+11,1.65624E+11,1.70086E+11,1.71137E+11,1.8047E+11,1.87987E+11,1.97308E+11,2.09709E+11,2.25497E+11,2.44706E+11,2.67039E+11,2.69966E+11,2.9246E+11,3.10965E+11,3.30057E+11,3.49374E+11,3.57696E+11,3.69342E+11,3.83953E+11,3.93625E+11,4.09277E+11
Philippines,PHL,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48421E+11,2.46985E+11,2.47819E+11,2.53063E+11,2.64167E+11,2.76526E+11,2.92692E+11,3.07869E+11,3.06093E+11,3.15527E+11,3.29445E+11,3.38979E+11,3.51338E+11,3.68801E+11,3.93502E+11,4.12302E+11,4.33919E+11,4.6263E+11,4.81842E+11,4.87375E+11,5.24573E+11,5.43771E+11,5.80115E+11,6.21095E+11,6.59263E+11,6.99258E+11,7.47395E+11,7.97302E+11,8.47084E+11
Palau,PLW,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235947900.3,251621931.2,261592700.8,253128408.2,265393842.5,277318665,271219658,273733412.8,259073990.2,243711249,244727199.5,257909673.7,267187243,261565753.4,274055130.5,302641747.9,304235365.4,293372438.4,308041060.3
Papua New Guinea,PNG,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10237131064,11214459495,12767559553,15091547252,15988303448,15458699086,16654227847,16003981898,15400773701,15686543372,15295188901,15276637580,15252362921,15582439689,16006465258,17022042813,17412607815,19345020800,19288092958,20600754567,22686516326,22937726619,24003968648,24923304150,28287950210,30975305480,32245293004,32745037278,32885040752
Poland,POL,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9165E+11,3.64174E+11,3.73333E+11,3.87289E+11,4.07787E+11,4.36136E+11,4.62551E+11,4.92429E+11,5.15153E+11,5.39067E+11,5.63646E+11,5.70679E+11,5.82331E+11,6.03076E+11,6.34047E+11,6.56199E+11,6.9675E+11,7.45764E+11,7.77457E+11,7.99382E+11,8.28216E+11,8.6977E+11,8.83755E+11,8.96056E+11,9.25791E+11,9.61331E+11,9.90773E+11,1.03847E+12,1.09195E+12
Pre-demographic dividend,PRE,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05299E+12,9.24921E+11,9.58015E+11,9.67281E+11,9.70404E+11,9.99765E+11,1.05997E+12,1.12791E+12,1.22524E+12,1.29082E+12,1.32849E+12,1.39149E+12,1.4642E+12,1.4426E+12,1.6409E+12,1.749E+12,1.87582E+12,1.99404E+12,2.12877E+12,2.23718E+12,2.37948E+12,2.49094E+12,2.63591E+12,2.79543E+12,2.92469E+12,3.01565E+12,3.11671E+12,3.17083E+12,3.24363E+12
Puerto Rico,PRI,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78617551538,80429207467,84100038170,88006087151,91689985536,95860952072,98078894118,1.02865E+11,1.08554E+11,1.14405E+11,1.18148E+11,1.25608E+11,1.26759E+11,1.26827E+11,1.37922E+11,1.35182E+11,1.33277E+11,1.31727E+11,1.29298E+11,1.26773E+11,1.26249E+11,1.25797E+11,1.25833E+11,1.25447E+11,1.23954E+11,1.22653E+11,1.21104E+11,1.17886E+11,1.12103E+11
"Korea, Dem. People’s Rep.",PRK,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01331E+11,2.10125E+11,2.12415E+11,2.08074E+11,2.10082E+11,2.19079E+11,2.2674E+11,2.36776E+11,2.48122E+11,2.57769E+11,2.67532E+11,2.72731E+11,2.74828E+11,2.7226E+11,2.77193E+11,2.79318E+11,2.83656E+11,2.90725E+11,2.91304E+11,2.82629E+11,2.87995E+11,2.82734E+11,2.71344E+11,2.68278E+11,2.70674E+11,2.75606E+11,2.80913E+11,2.88765E+11,2.94958E+11
Paraguay,PRY,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33504282227,34674804635,35263037734,37003748017,38971576868,41630533630,42285708779,44079686783,44109677612,43507104255,42500288706,42145813043,42136791987,43957415524,45740951774,46716830710,48962563511,51617129053,54899524639,54757899549,60859975201,63445983129,63104318298,68416121315,71741753968,73951668310,77141133488,80965830553,83911227214
West Bank and Gaza,PSE,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7657804994,8202926748,8302604676,9520366398,10885035089,11786362735,10777899936,9774408671,8553664028,9752534073,10761245487,11923326788,11458245744,12213412113,12955901260,14078210745,15218417600,17107576520,18182656963,18585843282,18552037306,19188136993,20091598000,20722521751,20910118229
Pacific island small states,PSS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6962400300,6920724074,7298759667,7502423815,7863101561,8149168873,8433043071,8304556261,8454364768,8941493831,8845602596,8972642349,9180894493,9351813160,9750541983,9938976054,10165261546,10253966486,10434730890,10275347213,10577919736,11000142955,11187533861,11535106916,12033882521,12505953089,12912847221,13462346258,13980082192
Post-demographic dividend,PST,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73984E+13,2.77025E+13,2.81886E+13,2.84471E+13,2.92541E+13,3.0027E+13,3.08765E+13,3.19079E+13,3.27594E+13,3.38914E+13,3.52603E+13,3.58329E+13,3.64275E+13,3.7184E+13,3.83935E+13,3.94626E+13,4.06643E+13,4.17303E+13,4.18619E+13,4.0397E+13,4.1549E+13,4.22369E+13,4.27077E+13,4.3276E+13,4.40992E+13,4.5016E+13,4.5769E+13,4.68278E+13,4.78605E+13
French Polynesia,PYF,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64156673602,66657620467,71445071915,74102799038,88344553238,94963997266,1.19816E+11,1.41366E+11,1.66336E+11,1.86224E+11,2.2271E+11,2.52498E+11,2.64333E+11,2.75991E+11,2.86972E+11,2.97468E+11,3.03808E+11,3.08608E+11,3.13026E+11
Romania,ROU,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6556E+11,2.31254E+11,2.1098E+11,2.14205E+11,2.22628E+11,2.36505E+11,2.45747E+11,2.33831E+11,2.29084E+11,2.28222E+11,2.33839E+11,2.46041E+11,2.60072E+11,2.66161E+11,2.93917E+11,3.07637E+11,3.32337E+11,3.56377E+11,3.89547E+11,3.68054E+11,3.53696E+11,3.60795E+11,3.68289E+11,3.81233E+11,3.94236E+11,4.09499E+11,4.29158E+11,4.59162E+11,4.77968E+11
Russian Federation,RUS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09452E+12,2.93834E+12,2.51137E+12,2.29367E+12,2.00536E+12,1.92227E+12,1.85008E+12,1.87598E+12,1.77656E+12,1.89025E+12,2.07928E+12,2.18533E+12,2.28804E+12,2.45506E+12,2.63182E+12,2.80026E+12,3.02988E+12,3.28742E+12,3.45837E+12,3.18862E+12,3.3321E+12,3.47538E+12,3.60398E+12,3.66885E+12,3.69453E+12,3.60927E+12,3.62115E+12,3.68019E+12,3.76317E+12
Rwanda,RWA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6326889427,6167807407,6530025789,6000526118,2985377728,4036949516,4551486820,5181856479,5640900018,5881358097,6373681316,6914458835,7826618752,7998990358,8594731116,9400734316,10268148671,11056903184,12291655581,13060578172,14018988843,15110215757,16442985309,17218033760,18530835787,20174146112,21380825321,22676039654,24642434019
South Asia,SAS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2305E+12,2.27409E+12,2.40538E+12,2.5096E+12,2.66083E+12,2.84526E+12,3.03992E+12,3.15304E+12,3.32785E+12,3.58477E+12,3.73042E+12,3.89024E+12,4.03441E+12,4.32565E+12,4.65295E+12,5.01279E+12,5.39859E+12,5.79093E+12,5.97557E+12,6.3965E+12,6.88013E+12,7.22946E+12,7.62344E+12,8.08523E+12,8.64729E+12,9.29029E+12,1.00032E+13,1.06955E+13,1.14178E+13
Saudi Arabia,SAU,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93189E+11,7.97223E+11,8.29012E+11,8.17706E+11,8.22275E+11,8.24019E+11,8.45752E+11,8.55087E+11,8.79828E+11,8.46718E+11,8.94349E+11,8.83521E+11,8.58613E+11,9.55139E+11,1.03115E+12,1.08863E+12,1.11898E+12,1.13965E+12,1.21088E+12,1.18594E+12,1.24571E+12,1.37024E+12,1.44439E+12,1.48338E+12,1.53756E+12,1.6007E+12,1.62744E+12,1.61537E+12,1.65115E+12
Sudan,SDN,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45183271340,48576946468,51772270672,54137615869,54682363849,57961715692,61392541956,67879729978,70804330930,73002165107,77634785973,82681326874,87995482217,94801573496,98483009912,1.05859E+11,1.16513E+11,1.29938E+11,1.40075E+11,1.44616E+11,1.49634E+11,1.46689E+11,1.47454E+11,1.53934E+11,1.58059E+11,1.65813E+11,1.73607E+11,1.81042E+11,1.76841E+11
Senegal,SEN,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17486214133,17933131242,18155976800,18392146189,18388959077,19375245911,19765100100,20382568405,21584869376,22954886029,23689210087,24774393006,24936616635,26603187625,28165000172,29748607403,30480890273,31986184493,33283664316,33980134007,35190759665,35703977717,37531091015,38590258055,41142260663,43761896779,46543576582,49840221943,53212557802
