Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/07/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cabo Verde,CPV,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566468507.9,574422557.7,637250870.7,692744660.8,825631387.8,942967117.4,1049961115,1166700265,1312739470,1460063606,1668631777,1705869873,1795443245,1870425611,2061154268,2203630691,2379563066,2740559154,2922820603,2885688331,2928015322,3044224922,3077160948,3101864322,3120823310,3152245747,3300583860,3433044781,3622568231
Costa Rica,CRI,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24158245128,24705587614,26977652044,28889697787,30186055660,31430172856,31819220677,33589942981,35928374127,37345156957,38776659063,40130146530,41451131897,43215075215,45089129281,46834472359,50224226301,54326488948,56852452418,56300671900,59088604516,61633610782,64590125734,66055693385,68377774648,70861071789,73869825724,76379317927,78414101027
Caribbean small states,CSS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54750377617,55936857212,57656882329,59515756533,61202571592,62932437138,65059206171,67138533659,69091669004,71931457965,74693367022,76374729743,79411467998,84728989967,88459512197,91805837238,98584657650,1.01996E+11,1.03608E+11,99993942914,1.016E+11,1.02751E+11,1.04058E+11,1.05538E+11,1.05878E+11,1.07162E+11,1.04615E+11,1.04741E+11,1.06424E+11
Cuba,CUB,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3914771126,3887533964,3902970050,3914217845,3922377478,3948909450,4013511035,4112643169,4202629710,4180300721,4183741326,4209371340,4203523757,4170143282,4122652108,4134141759,4093355532,4022140774,
Cayman Islands,CYM,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3163433225,3270989887,3303699714,3323521933,3380021849,3447622308,3478650911,3704763151,3875182328,3997739827,3983451850,3696624085,3596237200,3638279468,3683021343,3730139362,3829157005,3937641711,4059562219,4182946420,
Cyprus,CYP,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13031385564,13127752817,14361761453,14462293853,15315569002,16612520248,16819924055,17264129665,18319119811,19234699035,20382109949,21187719973,21976524895,22553028773,23686622484,24836132214,26006863304,27332702708,28329465291,27758558255,28129247013,28242728815,27429874962,25839132944,25500261650,26000654307,27251854576,28469706994,29573188529
Czech Republic,CZE,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06906E+11,1.82874E+11,1.81948E+11,1.8206E+11,1.87357E+11,1.99013E+11,2.07417E+11,2.06184E+11,2.05506E+11,2.08451E+11,2.17345E+11,2.23667E+11,2.27363E+11,2.35555E+11,2.47112E+11,2.63257E+11,2.813E+11,2.9706E+11,3.05028E+11,2.90379E+11,2.9698E+11,3.0226E+11,2.99843E+11,2.98392E+11,3.06494E+11,3.22767E+11,3.30676E+11,3.45069E+11,3.55052E+11
Germany,DEU,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48523E+12,2.61218E+12,2.66243E+12,2.63697E+12,2.70177E+12,2.74872E+12,2.7712E+12,2.82245E+12,2.87832E+12,2.93552E+12,3.02247E+12,3.07372E+12,3.07372E+12,3.05189E+12,3.0876E+12,3.10942E+12,3.22448E+12,3.32961E+12,3.36565E+12,3.17654E+12,3.30614E+12,3.42714E+12,3.444E+12,3.46086E+12,3.53624E+12,3.59774E+12,3.67841E+12,3.75775E+12,3.81131E+12
Djibouti,DJI,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342710799,,,,,,,
Dominica,DMA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468867757.5,475180930.8,484827036.3,495309642.2,495478052.4,510491875.3,526342259.6,537844415.3,558141841.9,560122019.2,573226115.3,572866116.3,556660429.8,592027246.7,610088190.5,614091791.2,642700850.8,683536516.6,732209387.8,723644316.1,728511137.4,726881593.1,719185494.8,714815060.1,746187550.4,727156014.4,745495259.1,674446507.9,678039558.5
Denmark,DNK,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7369E+11,1.76111E+11,1.79557E+11,1.79576E+11,1.89152E+11,1.94879E+11,2.00531E+11,2.0707E+11,2.11663E+11,2.17903E+11,2.26067E+11,2.27928E+11,2.28991E+11,2.29884E+11,2.36018E+11,2.41533E+11,2.50984E+11,2.53266E+11,2.51969E+11,2.39606E+11,2.44089E+11,2.47352E+11,2.47912E+11,2.50226E+11,2.54278E+11,2.60235E+11,2.6648E+11,2.72509E+11,2.76381E+11
Dominican Republic,DOM,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39345276162,39716750215,44173340043,47426491431,48659748226,51426264508,54500436663,59342947102,63327516059,67089201630,70216740725,71943732956,75177678145,74166007480,76072173462,83244438227,90881578845,97621312850,1.00754E+11,1.01708E+11,1.1019E+11,1.13643E+11,1.16731E+11,1.22421E+11,1.3177E+11,1.41037E+11,1.50363E+11,1.57207E+11,1.68135E+11
Algeria,DZA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65261E+11,2.62078E+11,2.66795E+11,2.61192E+11,2.58842E+11,2.68678E+11,2.79693E+11,2.8277E+11,2.97191E+11,3.06701E+11,3.18416E+11,3.27996E+11,3.46394E+11,3.71341E+11,3.87315E+11,4.10196E+11,4.17106E+11,4.31174E+11,4.41351E+11,4.48555E+11,4.64856E+11,4.78299E+11,4.9444E+11,5.08125E+11,5.27378E+11,5.47226E+11,5.65284E+11,5.74329E+11,5.8639E+11
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56739E+12,3.84248E+12,4.23726E+12,4.67902E+12,5.15965E+12,5.65323E+12,6.1498E+12,6.56273E+12,6.61931E+12,7.00661E+12,7.52177E+12,8.00972E+12,8.62309E+12,9.35751E+12,1.01759E+13,1.11364E+13,1.22985E+13,1.37465E+13,1.48762E+13,1.59784E+13,1.75118E+13,1.89573E+13,2.03678E+13,2.18133E+13,2.32635E+13,2.476E+13,2.632E+13,2.80102E+13,2.97694E+13
Early-demographic dividend,EAR,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02817E+12,9.45425E+12,9.85212E+12,1.01769E+13,1.05146E+13,1.08767E+13,1.15014E+13,1.2005E+13,1.22373E+13,1.25391E+13,1.31019E+13,1.33154E+13,1.36181E+13,1.43688E+13,1.53152E+13,1.62694E+13,1.72827E+13,1.83357E+13,1.89958E+13,1.93589E+13,2.0602E+13,2.15832E+13,2.25186E+13,2.35383E+13,2.46198E+13,2.58495E+13,2.72457E+13,2.86152E+13,2.99586E+13
East Asia & Pacific,EAS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04128E+12,9.53826E+12,1.00519E+13,1.05885E+13,1.12479E+13,1.19853E+13,1.27393E+13,1.3324E+13,1.33177E+13,1.38747E+13,1.46874E+13,1.52467E+13,1.60225E+13,1.69286E+13,1.80267E+13,1.92157E+13,2.06237E+13,2.23568E+13,2.35229E+13,2.43792E+13,2.63781E+13,2.7987E+13,2.95915E+13,3.12655E+13,3.28854E+13,3.45311E+13,3.62445E+13,3.8186E+13,4.013E+13
Europe & Central Asia (excluding high income),ECA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.30064E+12,5.01102E+12,4.45684E+12,4.17635E+12,3.71781E+12,3.64345E+12,3.62197E+12,3.70766E+12,3.63903E+12,3.72741E+12,4.0279E+12,4.15967E+12,4.38509E+12,4.68057E+12,5.07202E+12,5.43178E+12,5.88566E+12,6.3516E+12,6.64794E+12,6.25334E+12,6.56024E+12,6.93495E+12,7.18504E+12,7.45416E+12,7.60276E+12,7.63382E+12,7.75928E+12,8.04976E+12,8.27556E+12
Europe & Central Asia,ECS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73524E+13,1.72284E+13,1.68174E+13,1.65302E+13,1.64283E+13,1.66978E+13,1.69461E+13,1.74443E+13,1.77964E+13,1.83088E+13,1.91713E+13,1.96417E+13,2.00778E+13,2.05833E+13,2.13929E+13,2.21133E+13,2.31385E+13,2.41609E+13,2.45615E+13,2.34197E+13,2.40898E+13,2.47719E+13,2.49595E+13,2.52771E+13,2.57511E+13,2.62062E+13,2.67044E+13,2.74661E+13,2.80969E+13
Ecuador,ECU,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76349832716,79626265458,81309812089,82914232001,86444927674,88392141832,89922870551,93814610781,96879092627,92287618677,93295213869,97041589633,1.01017E+11,1.03768E+11,1.12288E+11,1.1823E+11,1.23436E+11,1.26139E+11,1.34158E+11,1.34918E+11,1.39674E+11,1.50664E+11,1.59165E+11,1.67038E+11,1.73366E+11,1.73538E+11,1.7141E+11,1.75469E+11,1.77886E+11
"Egypt, Arab Rep.",EGY,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31074E+11,3.348E+11,3.49775E+11,3.59921E+11,3.74221E+11,3.91594E+11,4.1113E+11,4.33711E+11,4.57892E+11,4.8561E+11,5.16544E+11,5.34805E+11,5.47588E+11,5.65075E+11,5.88198E+11,6.14501E+11,6.56556E+11,7.03092E+11,7.53407E+11,7.88618E+11,8.2921E+11,8.43842E+11,8.62628E+11,8.81481E+11,9.07184E+11,9.46846E+11,9.88002E+11,1.02931E+12,1.08401E+12
Euro area,EMU,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75676E+12,8.98864E+12,9.11255E+12,9.05177E+12,9.27539E+12,9.50701E+12,9.67332E+12,9.93963E+12,1.02368E+13,1.0539E+13,1.09465E+13,1.11885E+13,1.13084E+13,1.13965E+13,1.16644E+13,1.18688E+13,1.22596E+13,1.26432E+13,1.27044E+13,1.21235E+13,1.23704E+13,1.25645E+13,1.24503E+13,1.2416E+13,1.25905E+13,1.28563E+13,1.31067E+13,1.34245E+13,1.36809E+13
Eritrea,ERI,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464715058,3930884241,4765073355,4901277213,5355078549,5778594838,5881025215,5881817992,5697012107,6195810310,6382021003,6212545425,6302735154,6464995890,6402336055,6493685998,5858406747,6085507975,6219035616,6758835465,,,,,,,
Spain,ESP,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.23438E+11,9.46949E+11,9.55748E+11,9.4589E+11,9.68432E+11,9.95136E+11,1.02175E+12,1.05945E+12,1.10507E+12,1.15463E+12,1.2157E+12,1.26434E+12,1.30076E+12,1.34222E+12,1.38472E+12,1.43628E+12,1.49623E+12,1.55262E+12,1.56997E+12,1.51387E+12,1.51408E+12,1.49896E+12,1.45507E+12,1.43025E+12,1.44999E+12,1.50284E+12,1.55052E+12,1.59671E+12,1.63793E+12
Estonia,EST,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15876693794,15615931115,16322814615,17191815945,19220212759,20011558458,19840169811,21936893827,23325216331,24742548540,26577496361,28250482310,30898601006,34072469486,36712469967,34722853851,29610120602,30279035699,32579424941,33982705150,34640794999,35641416479,36318705537,37585900442,39411329929,40934874827
Ethiopia,ETH,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31350152721,29112541935,26587762515,30082148000,31041757867,32943845123,37037504567,38198225460,36877277677,38780936526,41136187142,44551028045,45225853919,44248360529,50254014898,56193419297,62281822907,69416932550,76905993371,83675684350,94177433201,1.04705E+11,1.1376E+11,1.25798E+11,1.38702E+11,1.53116E+11,1.6756E+11,1.83485E+11,1.95981E+11
European Union,EUU,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18801E+13,1.20022E+13,1.21098E+13,1.20977E+13,1.24435E+13,1.2791E+13,1.30571E+13,1.34363E+13,1.38393E+13,1.42444E+13,1.47924E+13,1.51346E+13,1.53589E+13,1.55756E+13,1.60037E+13,1.63637E+13,1.69414E+13,1.75013E+13,1.76341E+13,1.68789E+13,1.72143E+13,1.75197E+13,1.74518E+13,1.75019E+13,1.7825E+13,1.82558E+13,1.86405E+13,1.91313E+13,1.95411E+13
Fragile and conflict affected situations,FCS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36118E+11,5.7722E+11,6.19715E+11,6.66371E+11,6.89488E+11,7.15729E+11,7.68677E+11,8.34874E+11,9.43405E+11,1.01735E+12,1.04127E+12,1.07387E+12,1.06821E+12,1.00959E+12,1.1654E+12,1.24598E+12,1.33665E+12,1.41055E+12,1.4925E+12,1.56379E+12,1.66838E+12,1.58309E+12,1.77886E+12,1.85424E+12,1.87526E+12,1.91282E+12,2.01776E+12,2.07657E+12,2.12758E+12
Finland,FIN,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44136E+11,1.35611E+11,1.31102E+11,1.30139E+11,1.35266E+11,1.40957E+11,1.46114E+11,1.55249E+11,1.63677E+11,1.70951E+11,1.80583E+11,1.85244E+11,1.88357E+11,1.92112E+11,1.99655E+11,2.05205E+11,2.13527E+11,2.24597E+11,2.26216E+11,2.0751E+11,2.1372E+11,2.19214E+11,2.16088E+11,2.14449E+11,2.13095E+11,2.14162E+11,2.20098E+11,2.25936E+11,2.31199E+11
Fiji,FJI,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4292558909,4176659697,4431435997,4525826985,4756644169,4875560203,5109587138,4997176182,5062139571,5507607753,5413978502,5522258043,5698970329,5755959945,6061025839,6103453043,6216518479,6163637444,6227295135,6140982491,6322428385,6493459112,6585102188,6896855440,7283321736,7623001866,7824652340,8229949263,8641446726
France,FRA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71586E+12,1.73385E+12,1.76158E+12,1.7505E+12,1.79178E+12,1.82953E+12,1.85538E+12,1.89873E+12,1.96687E+12,2.03416E+12,2.11398E+12,2.15591E+12,2.18039E+12,2.19834E+12,2.26055E+12,2.29815E+12,2.35444E+12,2.41152E+12,2.41767E+12,2.34821E+12,2.39398E+12,2.44648E+12,2.45414E+12,2.46828E+12,2.49188E+12,2.51961E+12,2.54722E+12,2.60479E+12,2.64972E+12
Faroe Islands,FRO,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262122129.1,281590834,292877039.8,316719149.5,315026218.6,337342715.4,326846120.8,307020489.6,316095163.4,320469132.4,335092810.3,340947529.6,342992872.2,349670355.9,338723018.4,345689711.1,345237839.6,338462871.4,330956698.1,334852696.3,341690020.8,353126615.3,346101234.4,332746831.4,325572613.6,341628228.9,344019634.8,355028199.9,359998594.7
Gabon,GAB,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18568819535,19703839276,19094961943,19848555120,20585483311,21609373912,22392724310,23677701100,24501172142,22312574852,21892436565,22359891188,22304207642,22805456794,22962710239,23577239055,22915525367,24292314886,23488620495,23519233477,25186720628,26972900730,28389268494,29990053893,31284114055,32497593366,33177261750,33336433734,33743506119
United Kingdom,GBR,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52707E+12,1.51045E+12,1.51606E+12,1.55436E+12,1.6149E+12,1.65455E+12,1.6965E+12,1.76933E+12,1.82845E+12,1.88721E+12,1.95238E+12,2.00785E+12,2.05804E+12,2.12676E+12,2.1767E+12,2.24524E+12,2.30245E+12,2.36105E+12,2.35289E+12,2.25297E+12,2.29152E+12,2.32921E+12,2.36292E+12,2.41127E+12,2.48234E+12,2.54066E+12,2.58612E+12,2.63326E+12,2.67006E+12
Georgia,GEO,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38341089856,30251119648,16668366984,11784535219,10558944291,10833476410,12046826050,13314036590,13727424543,14121299591,14380897339,15071964460,15896979303,17654982239,18677999553,20469140120,22397286244,25214630300,25824464341,24881738656,26436719875,28345876392,30146065698,31167043859,32608087433,33547372047,34502332647,36169722147,37875982991
Ghana,GHA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28080429990,29563589543,30710485074,32199943775,33262541858,34630436926,36224289310,37744389977,39518523827,41257337645,42783859154,44495213563,46497497985,48915367915,51654628513,54702253618,58203149986,60733135664,66290095488,69501510545,74991929637,85526138706,93473902662,1.00309E+11,1.03216E+11,1.05464E+11,1.091E+11,1.17985E+11,1.25374E+11
Gibraltar,GIB,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8529716157,8752633722,9038927758,9494864339,9871819863,10326681062,10787413691,11346374692,11759850343,12208136312,12513713357,12971508348,13641436096,13811763239,14134974702,14558638420,14730450801,15736168562,16387113453,16203964748,16985111775,17938333959,18999729346,19747327661,20479450279,21260731045,23563014542,26711058136,29024073690
"Gambia, The",GMB,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381083868,1423994689,1472107036,1516448389,1518788973,1532182382,1566251157,1642997448,1700502337,1809334474,1908847871,2019561056,1953925316,2088159976,2235375254,2214325263,2239216490,2320523013,2453596699,2611846225,2782303075,2662799770,2811910202,2946570385,2918865684,3090151947,3102685498,3244097585,3458207867
Guinea-Bissau,GNB,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593199037,1674452188,1692871162,1728421456,1783730943,1862215105,2078232057,2213317141,1591375473,1607695624,1694945062,1732045830,1714982104,1724731952,1772358734,1847969311,1890645538,1952336460,2014880872,2082761704,2178797241,2354948198,2314615401,2389977062,2413029843,2561047095,2721440497,2882527366,2992063406
Equatorial Guinea,GNQ,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426634512.6,422273288.7,568993494.3,631771758.7,737080754.1,865968638.7,1442530534,3605936326,4463229020,5608672805,6630224129,10832451922,12940754061,14746668683,20350215037,23758611626,25589193076,29499762713,34750457672,35217280131,32074428109,34166939303,37007193181,35477612427,35624868041,32379427903,29524722442,28141287285,27311195239
Greece,GRC,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10932E+11,2.17471E+11,2.18993E+11,2.1549E+11,2.19799E+11,2.24414E+11,2.30838E+11,2.41189E+11,2.50583E+11,2.58282E+11,2.68406E+11,2.79496E+11,2.9046E+11,3.07291E+11,3.22843E+11,3.24777E+11,3.43135E+11,3.54368E+11,3.53181E+11,3.37991E+11,3.19473E+11,2.90297E+11,2.69104E+11,2.60381E+11,2.62307E+11,2.61159E+11,2.6066E+11,2.64583E+11,2.69701E+11
Grenada,GRD,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697246662.1,706907334,700890501,687161348.7,698798811.2,713679558.3,745354332.2,782737538.5,874736618.5,935079120.8,980785340.7,960935225.8,993965678.4,1088034326,1080989844,1224470317,1175581134,1247567268,1259388500,1176101595,1170088626,1179039533,1165419931,1192823834,1280425729,1362925400,1413839033,1485368206,1557066691
Greenland,GRL,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47252611751,48981229828,51351107679,53367733457,55520449857,58267905694,59991342096,62609418217,65735836936,68264735444,70728320146,72378112192,75176701911,77079266326,79508867878,82100945260,86517792840,91971923396,94989595633,95489281735,98229334982,1.02318E+11,1.05356E+11,1.09252E+11,1.13812E+11,1.18524E+11,1.2219E+11,1.25562E+11,1.29511E+11
Guam,GUM,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137243498,2266714849,2442563998,2642246181,2867693808,3011980289,3251598909,3452569364,3394597118,3495082345,3447416276,3526000877,3565937314,3543392551,3598788253,3528577421,3709579658,3969978814,4048451283,4192258680,4365752921,4592610458,4834930646,5076704495,5272001454,5438723639,5619078875,5735965684,5933435139
High income,HIC,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90898E+13,2.95875E+13,3.02609E+13,3.06827E+13,3.17051E+13,3.26469E+13,3.36517E+13,3.48328E+13,3.57992E+13,3.69975E+13,3.85502E+13,3.91261E+13,3.97611E+13,4.07142E+13,4.21583E+13,4.3421E+13,4.48474E+13,4.61126E+13,4.63992E+13,4.4931E+13,4.63283E+13,4.73285E+13,4.80073E+13,4.87342E+13,4.97884E+13,5.09857E+13,5.18851E+13,5.30452E+13,5.42557E+13
"Hong Kong SAR, China",HKG,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53875E+11,1.62649E+11,1.7279E+11,1.83505E+11,1.94582E+11,1.99201E+11,2.07683E+11,2.18275E+11,2.05434E+11,2.10584E+11,2.26722E+11,2.27993E+11,2.3177E+11,2.38854E+11,2.59634E+11,2.78817E+11,2.98425E+11,3.17717E+11,3.24478E+11,3.16499E+11,3.37918E+11,3.54188E+11,3.6021E+11,3.71382E+11,3.81641E+11,3.90754E+11,3.99258E+11,4.14583E+11,4.2711E+11
Honduras,HND,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15894730666,15367135532,16300487380,17359321106,17396106115,18472804104,18818388944,19683674098,20390363868,20240361935,21716145048,22307517649,23145017230,24197429971,25705487115,27260823119,29051107767,30848885361,32154286828,31372414225,32542963029,33791210423,35186343988,36168591807,37274656483,38706033101,40212848208,42138250216,43716574088
Heavily indebted poor countries (HIPC),HPC,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36127E+11,5.40278E+11,5.36784E+11,5.42342E+11,5.4381E+11,5.70577E+11,6.01563E+11,6.27315E+11,6.49136E+11,6.70149E+11,6.89424E+11,7.20169E+11,7.44746E+11,7.78504E+11,8.22256E+11,8.73209E+11,9.27859E+11,9.90069E+11,1.05073E+12,1.0973E+12,1.16329E+12,1.21831E+12,1.28893E+12,1.36516E+12,1.44194E+12,1.51355E+12,1.5868E+12,1.67151E+12,1.74151E+12
Croatia,HRV,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58921900688,62382795338,66528427876,67767107955,67133146678,69665815500,72070963108,75857112781,80090839968,83226041343,86646269600,90864051840,95664992577,97613172461,90495775436,89162848412,88859524981,86815184666,86388272045,86312670776,88384685742,91510082738,94183424778,96660285055
Haiti,HTI,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14875828159,15155574762,14350823909,13572105725,11950153682,13132944939,13676750420,14046667391,14353143248,14742149026,14870414459,14715111646,14678108381,14731507378,14212532836,14469070662,14794512101,15289133867,15418165683,15893545947,15019751780,15849403538,16306673947,16997107198,17474751107,17686408569,17943340204,18153865737,18423247871
